sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,battery_capacity,color,compatible,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ean,em_deal,em_featured,em_hot,gallery,gift_message_available,has_options,image,image_label,internal_memory_size,keyboard_type,lengow_product,manufacturer,media_gallery,merchant,meta_description,meta_keyword,meta_title,minimal_price,mobile_network,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,screen_size,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
10000018,,Mobile,simple,BlackBerry,French,base,,Black,,,,"2014/01/09 09:47:45",,,,,"<h1>BlackBerry Z30 Noir</h1>
<p>
Si BlackBerry a connu des jours meilleurs, le Z30 marque cependant un renouveau pour la marque canadienne. Il s’agit en effet de son premier terminal 5 pouces entièrement tactile. Mais quels sont les atouts du Z30 face à un marché hautement concurrentiel ?
</p>
<h2>Prise en main : un terminal à l’allure professionnelle</h2>
<p>
A l’ouverture de la boîte, le premier contact avec le terminal est très bon. Le design est soigné comme en témoignent les finitions d’excellente facture et le dos façon carbone. 
</p>
<p>
Les bords arrondis et la façade arrière dotée d’un revêtement en gomme offrent une excellente prise en main. Et cela malgré un poids relativement élevé de 170 grammes. 
</p>
<p>
De même, les boutons d’allumage et de volume sont bien situés et facilement manipulables avec l’index.
</p>
<h2>Ecran : une définition en retrait</h2>
<p>
Le BlackBerry Z30 est équipé d’une dalle Super AMOLED de 5 pouces offrant un excellent contraste ainsi que des couleurs vives. Malheureusement cet écran n’offre qu’une résolution de 1280 x 720 pixels, ce qui reste faible pour une diagonale de 5 pouces. Un faux pas pour BlackBerry sachant que dans cette gamme la concurrence propose des dalles Full HD. 
</p>
<p>
Les polices apparaissent donc moins fines que sur les smartphones concurrents tels que le HTC One ou le Samsung Galaxy S4., ce qui s’avère gênant si vous passez beaucoup de temps à lire sur votre smartphone.
</p>
<h2>Multimédia : Miracast</h2>
<p>
La capacité de stockage du Z30 est 16 Go extensibles via une carte microSD. Si les lecteurs audio et vidéo sont excellents, il est à noter que ce nouveau modèle dispose de la fonction Miracast. Celle-ci permet de retranscrire l’affichage de l’écran du Z30 sur une télévision ou tout autre écran connecté en HDMI. A l’usage, cette option s’avère pratique pour les jeux vidéo et fonctionne parfaitement. 
</p>
<h2>Photo : des progrès à réaliser</h2>
<p>
Côté photo, le Z30 apparaît également en retrait face aux meilleurs photophones. Si l’interface photo est plutôt agréable à utiliser et propose des options intéressantes telles que le mode nuit, les clichés manquent cependant de piqué. De même, l’absence de déclencheur physique est regrettable et oblige à utiliser constamment l’écran tactile. Pas très pratique …
</p>
<h2>Interface : intuitive et ergonomique</h2>
<p>
Le nouveau smartphone de BlackBerry tourne sur l’OS BB10.2 du constructeur. Ce dernier propose notamment un espace baptisé Hub où sont regroupés l’essentiel des outils de communication : e-mail, SMS, BlackBerry Messenger, messagerie vocale et réseaux sociaux. 
</p>
<p>
Bien pensée et agréable à utiliser, cette interface fait la part belle aux gestes tactiles : mouvement du bas de l'écran vers le haut pour la gestion du multitâche, mouvement du haut vers le bas affiche le volet des raccourcis, telle le Centre de Contrôle d’iOS 7, glissement vers la gauche afin d’accéder au Hub …
</p>
<p>
Enfin, la navigation sur le web se révèle plaisante grâce à un navigateur maison rapide et doté de nombreuses options.
</p>
<h2>D’excellentes performances dans l’ensemble</h2>
<p>
Au niveau des performances, Le Z30 offre une belle fluidité et ne souffre pas de lags particuliers, même lorsqu’il fonctionne en multitâches. Il faut là saluer le travail d’optimisation des développeurs BlackBerry, sachant que le Z30 tourne sur un processeur double coeur plutôt ancien, le Snapdragon S4.
</p>
<h2>Quelle autonomie pour ce téléphone portable ?<h2>
<p>
Doté d’une batterie conséquente de 2880 mAh, BlackBerry n’a pas lésiné sur cette partie. A l’usage, le Z30 permet donc de tenir une bonne journée sans recharge. Une performance à saluer !
</p>",802975053506,0,1,0,,,0,/i/m/image001_1.jpg,,16GB,AZERTY,1,Blackberry,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","BlackBerry Z30 Noir debloqué",,,"Bloc après la colonne d'information",,463,0,"7""","En difficulté ces derniers temps, BlackBerry parviendra t-elle à renouer avec le succès grâce au Z30 ?",/i/m/image001_1.jpg,,,,,1,5,/i/m/image001_1.jpg,,"2014/01/29 11:09:44",blackberry-z30-noir,blackberry-z30-noir.html,4,0.5,59,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/i/m/image001_1.jpg,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image005_1.jpg,,2,0,,,,
10000019,,Mobile,simple,Windows,French,base,,Red,,,,"2014/01/09 09:58:41",,,,,"<h1>Nokia Lumia 920 Rouge</h1>
<p>
Constructeur phare des terminaux Windows Phone, Nokia présente un nouveau venu dans sa gamme Lumia, baptisé 920. Présenté ici en version rouge, ce modèle est aussi réussi esthétiquement que techniquement.
</p>
<h2>Prise en main du Nokia Lumia 920 Red</h2>
<p>
Réalisé en polycarbonate - un plastique très rigide – le Lumia 920 jouit d’une finition exemplaire. Le terminal dégage une impression de solidité et revêt une coque rouge brillante du plus bel effet.
</p>
<p>
A première vue, le terminal présente des dimensions relativement imposantes. Grand, épais et lourd - pas loin de 200 grammes sur la balance – sa prise en main s’avère toutefois bonne.  Son dos incurvé tombe en effet bien sous le creux de la main mais attention à le tenir fermement, le revêtement glossy de la façade se révélant quelque peu glissant.
</p>
<p>
Quand aux boutons, ceux-ci sont d’excellente facture. En céramique, ils sont traités contre les rayures et ne souffrent d’aucun jeu. L’emplacement du bouton de mise en veille, sur le côté, est en outre judicieux sur cette taille de smartphone. Comme on le voit, Nokia a soigné les détails sur ce 920.
</p>
<h2>L’écran est splendide</h2>
<p>
Très fin, l’écran IPS PureMotion HD+ du Lumia 920 est un régal. Nokia n’a pas lésiné sur cette partie et vous profiterez d’une résolution de 1280×768 pixels pour une densité de 332ppp. En outre, les couleurs et la luminosité offertes par cette dalle sont remarquables. Il constitue ainsi un écrin de choix pour l’interface haute en couleur de Windows Phone. A ce titre, les « tuiles » de l’écran d’accueil ressortent particulièrement bien. Enfin, exclusivité Nokia, l’écran peut même être utilisé avec des gants ! 
</p>
<h2>Une navigation internet sans reproche !</h2>
<p>
Quant à la navigation web, le Lumia 920 embarque le navigateur Internet Explorer, qui ne souffre d’aucun réel reproche tant en terme de rapidité que de fonctionnalités.
</p>
<h2>Photo : un véritable photophone</h2>
<p>
Bénéficiant de la technologie Pureview, le Lumia 920 dispose d’un capteur de rétro-éclairé de 8,7 Mégapixels accompagné d’un objectif Carl Zeiss. L’appareil offre également une stabilisation optique.
</p>
<p>
N’y allons pas par quatre chemins : la partie photo du Lumia 920 est tout simplement bluffante. Balance des blancs, respect des couleurs piqué, rendu en basse luminosité sont les points forts de ce modèle. A l’usage, le Lumia 920 produit donc d’excellents clichés et pourra constituer un excellent APN d’appoint.
</p>
<h2>L’interface est simple et bien pensée</h2>
<p>
Le Lumia 920 est présenté sous Windows Phone 8 qui a amené son lot de nouveautés avec davantage de personnalisation et un système de notifications revu.
</p>
<p>
Les tuiles qui composent l’interface sont désormais déplaçables et redimensionnables en trois tailles. Par ailleurs, celles-ci sont également dynamiques, et offrent des notifications pour les réseaux sociaux (Facebook, Twitter, etc.) , les messages et autre flux d’actualité. 
</p>
<p>
Bref, tout cela est bien pensé et simple à utiliser. A ce titre, l’expérience utilisateur, très ergonomique et intuitive, est plus proche de celle rencontrée sous iPhone que sur Android.
</p>
<h2>Les applications exclusives Nokia</h2>
<p>
Alors que le Windows Store souffre toujours d’un manque d’applications face à la concurrence, vous apprécierez de pouvoir profiter sur le Lumia 920 d’applications exclusives. Nokia propose ainsi Nokia Transport, Nokia Drive, Nokia Music, ou bien encore Nokia Explore. Gratuites, ces applications sont très bien intégrées à Windows Phone 8 et constituent une réelle plus value à l’usage.
</p>
<h2>D’excellentes performances générales</h2>
<p>
Avec un processeur Qualcomm Snapdragon 4S double cœur cadencé à 1,5 GHz, épaulé par une mémoire vive de 1 Go, le Lumia 920 fait tourner sans problème Windows Phone 8. Tout est fluide, rapide et sans accrocs. 
</p>
<h2>Autonomie : dans la moyenne haute</h2>
<p>
Nokia a équipé son 920 d’une batterie conséquente : 2000 mAh, avec charge sans fil à induction intégrée (chargeur en option). Avec une utilisation régulière, vous tiendrez facilement la journée sans avoir besoin de le recharger.
</p>",6438158528505,0,1,0,,,0,/i/m/image001_2.jpg,,16GB,AZERTY,1,Nokia,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Nokia Lumia 920 Rouge debloqué",,,"Bloc après la colonne d'information",,335,0,"7""","Chef de file des terminaux Windows Phone, Nokia a frappé fort avec le Lumia 920. Ce smartphone au design soigné offre notamment une excellente partie photo",/i/m/image001_2.jpg,,,,,1,5,/i/m/image001_2.jpg,,"2014/01/29 11:09:45",nokia-lumia-920-rouge,nokia-lumia-920-rouge.html,4,0.5,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/i/m/image005_2.jpg,,4,0,,,,
,,,,Windows/Nokia,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image003_3.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image001_2.jpg,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image007_1.jpg,,3,0,,,,
10000020,,Mobile,simple,Windows,French,base,,White,,,,"2014/01/10 09:34:22",,,,,"<h1>Nokia Lumia 1020 Blanc</h1>
<p>Avec une communication principalement ax&eacute;e sur le capteur 41 m&eacute;gapixels du Lumia 920, Nokia pr&eacute;sente un photophone qui, selon ses dires, permettrait de se passer d&rsquo;appareil photo compact. Mais qu&rsquo;en est-il dans les faits ?</p>
<h2>Prise en main du Nokia Lumia 1020 blanc</h2>
<p>Imposant de prime abord, ce Lumia 1020 n&rsquo;en reste pas moins tr&egrave;s &eacute;l&eacute;gant dans sa version blanche, qui rappelle d&rsquo;ailleurs celle des produits Apple.</p>
<p>La coque est compos&eacute;e de polycarbonate et les boutons (mise en veille et appareil photo) sont situ&eacute;s sur la tranche droite du t&eacute;l&eacute;phone. Au toucher ces derniers sont agr&eacute;ables et confirment l&rsquo;<strong>excellente finition de l&rsquo;appareil</strong>. Toutefois, la prise en main globale reste quelque peu &laquo;&nbsp;sp&eacute;ciale&nbsp;&raquo;. En effet, le capteur photo situ&eacute; au dos de l&rsquo;appareil g&ecirc;ne par sa protub&eacute;rance.</p>
<h2>Ecran&nbsp;: vivement le 1080p&nbsp;!</h2>
<p>L&rsquo;&eacute;cran AMOLED de 4,5 pouces du Lumia 1020 offre un excellent contraste, point fort de cette technologie. Il est cependant regrettable que la d&eacute;finition de celui-ci se cantonne &agrave; 1280 x 768 pixels et souffre donc d&rsquo;un<strong> affichage moins</strong> fin que chez la concurrence.</p>
<h2>Navigation internet et interface&nbsp;: rien &agrave; redire</h2>
<p><strong>La navigation web</strong> est confi&eacute;e aux bons soins d&rsquo;Internet Explorer, qui reste fluide et rapide en toute occasion. A l&rsquo;instar des mod&egrave;les 920 et 925, le Lumia 1020 tourne sous Windows Phone 8. Un OS mobile qui s&rsquo;&eacute;toffe &agrave; chaque mise &agrave; jour et devient de plus en plus agr&eacute;able &agrave; utiliser.</p>
<p>A ce titre, l&rsquo;aspect personnalisation qui faisait d&eacute;faut aux g&eacute;n&eacute;rations pr&eacute;c&eacute;dentes de Windows Phone a r&eacute;alis&eacute; de nets progr&egrave;s. Ainsi, les tuiles de l&rsquo;interface sont aujourd&rsquo;hui redimensionnables et comportent un syst&egrave;me de notifications. Gr&acirc;ce &agrave; ces derni&egrave;res, <strong>vous serez averti(e) en temps r&eacute;el</strong> de l&rsquo;actualit&eacute; de vos r&eacute;seaux sociaux (Facebook, Twitter, etc.) ou de l&rsquo;arriv&eacute;e de vos mails.</p>
<h2>Davantage photophone qu&rsquo;appareil photo</h2>
<p>Voici donc le test tant attendu de la partie photo du Lumia 1020. Sur le papier, ce terminal poss&egrave;de un capteur de 41 m&eacute;gapixels. Celui-ci est &eacute;paul&eacute; par six lentilles, destin&eacute;es &agrave; lui assurer un <strong>m&eacute;canisme de stabilisation optique</strong> pour pallier en temps r&eacute;el les tremblements et autres vibrations parasites. Cela permet-il au Lumia 920 de faire jeu &eacute;gal avec un compact ? Pas vraiment.</p>
<p>Tout d&rsquo;abord, le Lumia 920 souffre d&rsquo;un manque de r&eacute;activit&eacute; et la latence de trois bonnes secondes entre le d&eacute;clenchement et l&rsquo;enregistrement d&rsquo;une photo. Par la suite, la qualit&eacute; des clich&eacute;s pris est in&eacute;gale. Dans de bonnes conditions de luminosit&eacute; le Lumia 1020 produit de superbes clich&eacute;s. Mais lorsque la luminosit&eacute; se fait plus faible, l&rsquo;appareil a beaucoup plus de mal et les photos deviennent trop bruit&eacute;es, malgr&eacute; la pr&eacute;sence d&rsquo;un flash au X&eacute;non.</p>
<p>Qu&rsquo;on ne s&rsquo;y trompe toutefois pas, le Lumia 1020 reste &agrave; ce jour <strong>le smartphone le plus abouti</strong> du point de vue photographique. Mais de l&agrave; &agrave; d&eacute;tr&ocirc;ner un bon appareil photo compact, cela est moins s&ucirc;r &hellip;</p>",6438158606999,0,1,0,,,0,/n/o/nokia-lumia-1020-blanc.png,,32GB,AZERTY,1,Nokia,,,,,,,4G,,"Utiliser la config","Utiliser la config","Nokia Lumia 1020 Blanc debloqué",,,"Bloc après la colonne d'information",,499,0,"4""","Muni d’un capteur de 41 mégapixels, le Nokia Lumia 1020 est le premier smartphone à tenter de faire jeu égal avec les appareils photo compacts.",/n/o/nokia-lumia-1020-blanc.png,,,,,1,5,/n/o/nokia-lumia-1020-blanc.png,,"2014/01/29 11:09:45",nokia-lumia-1020-blanc,nokia-lumia-1020-blanc.html,4,0.5,47,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/z/0/z0_601387.jpg,,4,0,,,,
,,,,Windows/Nokia,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/z/2/z2_206907.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1020-blanc-2.png,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1020-blanc.png,,1,0,,,,
10000021,,Mobile,simple,Windows,French,base,,Black,,,,"2014/01/10 09:43:27",,,,,"<h1>Nokia Lumia 1020 Noir</h1>
<p>Les smartphones sont-ils en passe de d&eacute;tr&ocirc;ner les appareils photos compacts&nbsp;? C&rsquo;est du moins ce que souhaite Nokia avec son Lumia 1020. Dot&eacute; d&rsquo;un capteur photo de 41 m&eacute;gapixels, ce terminal a t-il toutefois les moyens de ses ambitions&nbsp;?</p>
<h2>Prise en main du Nokia Lumia 1020 Noir</h2>
<p>Reprenant les formes du Nokia 920, ce nouveau mod&egrave;le offre les m&ecirc;mes lignes soign&eacute;es que son pr&eacute;d&eacute;cesseur. <strong>Tr&egrave;s sobre dans sa finition noire</strong>, il poss&egrave;de &eacute;galement une coque en polycarbonate et trois boutons lat&eacute;raux en aluminium.</p>
<p>Mais la particularit&eacute; de ce terminal vient de sa fa&ccedil;ade arri&egrave;re o&ugrave; l&rsquo;on retrouve un capteur photo tr&egrave;s imposant. Et pour cause ce dernier est compos&eacute; d&rsquo;un objectif et d&rsquo;un flash au Xenon. A l&rsquo;usage, cette excroissance se r&eacute;v&egrave;le inhabituelle sur un smartphone et pose des probl&egrave;mes d&rsquo;ergonomie. Quelques temps peuvent donc &ecirc;tre n&eacute;cessaires avant de trouver <strong>une prise en main confortable</strong>.</p>
<h2>Ecran&nbsp;: contrast&eacute; !</h2>
<p>L&rsquo;&eacute;cran du Lumia 920 est compos&eacute; d&rsquo;une dalle AMOLED de 4,5 pouces qui offre <strong>un excellent contraste</strong>, comme toujours avec cette technologie. On d&eacute;plore cependant la limitation &agrave; une r&eacute;solution de 720p alors que les concurrents directs sous Android offrent tous le 1080p &hellip; Toutefois, le constructeur finlandais n&rsquo;est pas &agrave; bl&acirc;mer, cette carence &eacute;tant due &agrave; Windows Phone.</p>
<p>Sous l&rsquo;&eacute;cran, vous retrouverez les habituels touches tactiles de Windows Phone&nbsp;: retour en arri&egrave;re, affichage de l&rsquo;&eacute;cran d&rsquo;accueil et recherche via le moteur de Microsoft, Bing. En outre, le multit&acirc;che est accessible via une pression prolong&eacute;e sur la premi&egrave;re touche.</p>
<h2>Navigation internet et interface&nbsp;: tr&egrave;s agr&eacute;able</h2>
<p>Le surf sur le web est assur&eacute; par le navigateur Internet Explorer, mod&egrave;le de fluidit&eacute; et de rapidit&eacute; A noter que le Nokia Lumia 1020 tourne sous <strong>la version 8 de Windows Phone</strong>, la derni&egrave;re en date.</p>
<p>Cette mise &agrave; jour rend l&rsquo;OS encore plus agr&eacute;able &agrave; utiliser et comble des lacunes au niveau de la personnalisation et des notifications. A ce titre, les tuiles de l&rsquo;interface sont d&eacute;sormais redimensionnables et comportent un syst&egrave;me de notifications. Gr&acirc;ce &agrave; ces derni&egrave;res, vous serez par exemple pr&eacute;venu de tout ce qui se passe sur vos r&eacute;seaux sociaux (Facebook, Twitter, etc.) .</p>
<h2>Simple Photophone ou appareil photo&nbsp;?</h2>
<p>Avec son capteur de 41 m&eacute;gapixels et sa stabilisation optique, le Lumia 1020 est-il un concurrent direct d&rsquo;un APN compact&nbsp;? A l&rsquo;usage, la r&eacute;ponse est non. Et pour cause le temps de latence entre le d&eacute;clenchement de l&rsquo;objectif et l&rsquo;enregistrement d&rsquo;une photo est bien trop long et les clich&eacute;s n&rsquo;offrent pas le piqu&eacute; d&rsquo;un bon appareil photo num&eacute;rique compact. Il reste donc des progr&egrave;s &agrave; faire, m&ecirc;me si Nokia est sur la bonne voie.</p>",6438158606920,0,1,0,,,0,/n/o/nokia-lumia-1020-noir-3.png,,32GB,AZERTY,1,Nokia,,,,,,,4G,,"Utiliser la config","Utiliser la config","Nokia Lumia 1020 Noir debloqué",,,"Bloc après la colonne d'information",,499,0,"7""","Avec son capteur surdimensionné, le Nokia Lumia 1020 noir pourrait bien être le remplaçant idéal d’un appareil photo. Mais l’achat de ce mobile se justifie surtout pour la fluidité",/n/o/nokia-lumia-1020-noir-3.png,,,,,1,5,/n/o/nokia-lumia-1020-noir-3.png,,"2014/01/29 11:09:45",nokia-lumia-1020-noir,nokia-lumia-1020-noir.html,4,0.5,50,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1020-noir-2.png,,3,0,,,,
,,,,Windows/Nokia,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/6/0/601383.jpg,,4,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1020-noir-3.png,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1020-noir.png,,2,0,,,,
10000022,,Mobile,simple,Windows,French,base,,Black,,,,"2014/01/10 09:50:46",,2014/01/29,,,"<h1>Nokia Lumia 1520 Noir</h1>
<p>A mi-chemin entre le smartphone et la tablette, Nokia pr&eacute;sente sa premi&egrave;re phablette, la Lumia 1520. Mais que vaut cet appareil hybride&nbsp;?</p>
<h2>Premiers contacts avec le Lumia 1520 Noir</h2>
<p>Si les amateurs de la gamme Lumia ne seront pas d&eacute;pays&eacute;s par le design de l&rsquo;appareil, force est de constater que<strong> le format surprend</strong>. Avec un &eacute;cran de 6 pouces, le terminal est grand, voire g&eacute;ant. En main, l&rsquo;impression de tenir une petite tablette plut&ocirc;t qu&rsquo;un smartphone est pr&eacute;dominante.</p>
<p>Toutefois, la bonne r&eacute;partition du poids, ainsi que le dos bomb&eacute;, offrent une excellente ergonomie. De m&ecirc;me le polycarbonate rigide de la coque ainsi que l&rsquo;excellente finition globale respirent la qualit&eacute;.</p>
<p>Enfin, dans sa finition noire, le 1520 offre une allure s&eacute;rieuse et sobre qui devrait s&eacute;duire les professionnels.</p>
<h2>Lumia 1520&nbsp;: un superbe &eacute;cran</h2>
<p>Le Lumia 1520 constitue le premier terminal Windows Phone &agrave; b&eacute;n&eacute;ficier d&rsquo;une r&eacute;solution 1080p. Et cela se voit&nbsp;! L&rsquo;affichage est excellent, tout comme le contraste, les angles de vision et la luminosit&eacute;. Nokia n&rsquo;a donc pas l&eacute;sin&eacute; sur la qualit&eacute; et l&rsquo;on prend <strong>beaucoup de plaisir</strong> &agrave; lire sur cet &eacute;cran de six pouces.</p>
<h2>Windows Phone toujours aussi agr&eacute;able</h2>
<p>Le surf sur le web est confi&eacute; &agrave; Internet Explorer et le Nokia Lumia 1520 b&eacute;n&eacute;ficie de la toute derni&egrave;re version 8 de Windows Phone. Tout est fluide, r&eacute;actif et sans accroc gr&acirc;ce &agrave; un processeur SnapDragon 800. Lancement d&rsquo;apps volumineuses, jeux gourmands, lecture de vid&eacute;os en HD, l&rsquo;appareil ne bronche jamais &hellip; La plateforme de Microsoft reste donc <strong>un mod&egrave;le de stabilit&eacute; et d&rsquo;optimisation</strong>.</p>
<p>En outre Windows Phone 8 apporte de nombreuses am&eacute;liorations&nbsp;en termes de personnalisation et de notifications. A ce titre, les tuiles de l&rsquo;interface sont d&eacute;sormais redimensionnables et s&rsquo;ouvrent aux notifications. Gr&acirc;ce &agrave; ces derni&egrave;res, vous serez par exemple pr&eacute;venu de toute activit&eacute; sur vos r&eacute;seaux sociaux (Facebook, Twitter, etc.) ou de l&rsquo;arriv&eacute;e de mails et autres messages.</p>
<h2>La partie multim&eacute;dia du Lumia 1520</h2>
<p>C&ocirc;t&eacute; son, le Lumia 1520 ne r&eacute;volutionnera pas l&rsquo;univers des smartphones. Le rendu des haut-parleurs est en effet assez banal et l&rsquo;on souhaiterait voir se g&eacute;n&eacute;raliser des syst&egrave;mes tels que celui du HTC One qui propose un son st&eacute;r&eacute;o de qualit&eacute;.</p>
<p>Quant &agrave; la photo, Nokia a dot&eacute; sa phablette d&rsquo;un capteur de 20 m&eacute;gapixels reprenant plusieurs &eacute;l&eacute;ments de son photophone Lumia 1020. Le rendu des clich&eacute;s est donc bon mais manque parfois un peu de piqu&eacute;.</p>
<h2>Une autonomie record pour ce t&eacute;l&eacute;phone portable</h2>
<p>Muni d&rsquo;une puissante batterie de 3400 mAh, le 1520 est le Lumia qui dispose &agrave; ce jour de <strong>la plus forte autonomie</strong>. Comptez donc deux jours sans recharge dans le cadre d&rsquo;une utilisation mod&eacute;r&eacute;e et une journ&eacute;e si vous sollicitez r&eacute;guli&egrave;rement l&rsquo;appareil. <strong>Une excellente performance&nbsp;!</strong></p>",6438158622067,0,1,1,,,0,/n/o/nokia-lumia-1520-noir-3.jpg,,32GB,AZERTY,1,Nokia,,,,,,,4G,,"Utiliser la config","Utiliser la config","Nokia Lumia 1520 Noir debloqué",2014/01/29,,"Bloc après la colonne d'information",,510,0,"7""","Mi-smartphone, mi-tablette, le Nokia Lumia 1520 vient aujourd’hui compléter la gamme des terminaux Windows Phone …",/n/o/nokia-lumia-1520-noir-3.jpg,,2014/01/29,450,2014/02/04,1,5,/n/o/nokia-lumia-1520-noir-3.jpg,,"2014/01/29 11:09:45",nokia-lumia-1520-noir,nokia-lumia-1520-noir.html,4,0.5,42,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1520-noir-3.jpg,,1,0,,,,
,,,,Windows/Nokia,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1520-noir.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1520-noir-4.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1520-noir-2.jpg,,4,0,,,,
