sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,battery_capacity,color,compatible,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ean,em_deal,em_featured,em_hot,gallery,gift_message_available,has_options,image,image_label,internal_memory_size,keyboard_type,lengow_product,manufacturer,media_gallery,merchant,meta_description,meta_keyword,meta_title,minimal_price,mobile_network,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,screen_size,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
,,,,Android/HTC,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/content_open-uri20130726-28744-tscaux.png,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/t/htc-102e-desire-200-black1.jpg,,4,0,,,,
10000015,,Mobile,simple,Android,French,base,,Silver,,,,"2014/01/08 08:40:42",,,,,"<h1>HTC One Max (803s) Silver</h1>
<p>D&eacute;clinaison du HTC One, cette version Max porte bien son nom. Ce <strong>nouveau mod&egrave;le</strong> reprend ainsi les ingr&eacute;dients qui ont fait le succ&egrave;s de son a&icirc;n&eacute; mais avec des dimensions XL, dues &agrave; la pr&eacute;sence d&rsquo;un &eacute;cran de 5,9 pouces</p>
<h2>Prise en main du One Max.&nbsp;: smartphone ou tablette&nbsp;?</h2>
<p>Nous retrouvons un design proche du One m&ecirc;me si les mat&eacute;riaux employ&eacute;s sont d&eacute;sormais moins nobles. En effet, si le HTC One b&eacute;n&eacute;ficiait d&rsquo;une construction unibody tout en aluminium, le HTC One Max arbore une finition plus &laquo;&nbsp;plastique&nbsp;&raquo;.</p>
<p>En main, la sensation de smartphone premium qu&rsquo;apportait le One est donc moins perceptible. De m&ecirc;me, la fa&ccedil;ade arri&egrave;re du smartphone est d&eacute;sormais amovible et renferme un port micro SD qui permettra d&rsquo;augmenter la m&eacute;moire interne de 16Go.</p>
<p>Au niveau de la taille, le HTC One Max conserve une bonne prise en main, malgr&eacute; ses dimensions et son poids &agrave; mi-chemin entre tablette et smartphone. Toutefois, pour une utilisation confortable l&rsquo;usage des deux mains reste n&eacute;cessaire. A ce titre, il est conseill&eacute; d&rsquo;utiliser ce One Max avec un kit main libre. De m&ecirc;me, en raison de ses dimensions imposantes, il se logera plus facilement dans un sac ou un manteau que dans une poche de pantalon.</p>
<h2>Un sans faute pour l&rsquo;&eacute;cran et le son</h2>
<p>A l&rsquo;instar du One, l&rsquo;&eacute;cran Super LCD Full HD du HTC One Max, est d&rsquo;excellente qualit&eacute;. Les angles de vue, les couleurs, le contraste ou encore la luminosit&eacute; sont <strong>absolument superbes</strong>. Avec sa diagonale de 5,9 pouces, le visionnage de vid&eacute;os, le surf sur le web et les jeux vid&eacute;o sont un v&eacute;ritable r&eacute;gal.</p>
<p>C&ocirc;t&eacute; son, le constructeur taiwanais r&eacute;alise &eacute;galement un <strong>sans faute</strong>&nbsp;: la technologie BoomSound offre un rendu sonore r&eacute;aliste gr&acirc;ce &agrave; la pr&eacute;sence de deux haut-parleurs en fa&ccedil;ade avant.</p>
<h2>Photo&nbsp;: passable</h2>
<p>Le capteur photo est toujours l'UltraPixel de 4 M&eacute;gapixels mais d&eacute;pourvu de stabilisateur d'image optique. Comme le One, les photos manquent de d&eacute;tail mais restent excellentes en basse luminosit&eacute;, le point fort de ce capteur.</p>
<h2>Pratique&nbsp; le lecteur biom&eacute;trique&nbsp;?</h2>
<p>En dehors de son &eacute;cran g&eacute;ant, la <strong>nouveaut&eacute; marquante</strong> du HTC One Max est son lecteur biom&eacute;trique, &agrave; l&rsquo;image de la technologie Touch ID employ&eacute;e par Apple sur l&rsquo;iPhone 5S. Ce dernier permet de d&eacute;verrouiller le smartphone ou de lancer des applications.</p>
<p>A l&rsquo;usage, la fonction se r&eacute;v&egrave;le toutefois peu pratique en raison de l&rsquo;emplacement du lecteur biom&eacute;trique. Ce dernier est situ&eacute; au dos l&rsquo;appareil, sous le capteur photo, ce qui rend la fonction de d&eacute;verrouillage impossible lorsque le One Max est par exemple pos&eacute; sur une table.</p>
<h2>Des performances de haut vol</h2>
<p>Du c&ocirc;t&eacute; des performances, le One Max h&eacute;rite du m&ecirc;me processeur que le One et de 2go de m&eacute;moire vive. Au quotidien, le terminal se montre fluide et ne souffre d&rsquo;aucune latence.</p>
<h2>Une interface raffin&eacute;e</h2>
<p>Le One Max tourne sur Android 4.3 muni de l&rsquo;interface HTC Sense en version 5.5. Cette surcouche offre une exp&eacute;rience utilisateur raffin&eacute;e ainsi qu&rsquo;une <strong>personnalisation du t&eacute;l&eacute;phone portable pouss&eacute;e</strong>.</p>
<p>De m&ecirc;me, Sense 5.5 offre de nombreuses options logicielles comme BlinkFeed qui permet&nbsp;d&rsquo;agr&eacute;ger ses contenus d&rsquo;actualit&eacute;s et de r&eacute;seaux sociaux sur une page dynamique, &agrave; la mani&egrave;re de l&rsquo;application Flipboard.</p>
<h2>Une autonomie&nbsp;excellente</h2>
<p>Enfin, c&ocirc;t&eacute; autonomie, HTC a logiquement &eacute;quip&eacute; le one Max d&rsquo;<strong>une batterie plus puissante</strong> de 3300 mAh, contre 2300 mAh pour le One. A l&rsquo;usage, vous profiterez d&rsquo;une excellente autonomie, soit une journ&eacute;e et demie environ. A noter que cette derni&egrave;re reste cependant inamovible et ne pourra pas &ecirc;tre remplac&eacute;e par vos soins.</p>",4718487639755,0,1,0,,,0,/h/t/htc-silver-2.jpg,,16GB,AZERTY,1,HTC,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","HTC One Max (803s) Silver debloqué",,,"Bloc après la colonne d'information",,564,0,"7""","Si le HTC One vous paraissait trop petit, HTC a pensé à vous. Le One Max reprend tous les ingrédients du One en y ajoutant un écran géant",/h/t/htc-silver-2.jpg,,,,,1,5,/h/t/htc-silver-2.jpg,,"2014/01/29 11:09:43",htc-one-max-803s-silver,htc-one-max-803s-silver.html,4,0.5,35,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/1/8/18291_4.jpg,,2,0,,,,
,,,,Android/HTC,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/t/htc-silver.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/t/htc-silver-3.jpg,,4,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/t/htc-silver-2.jpg,,1,0,,,,
10000016,,Mobile,simple,Apple,French,base,,White,,,,"2014/01/08 08:49:11",,,,,"<h1>Apple iPhone 5C Blanc</h1>
<p>Outre l&rsquo;iPhone 5S, mod&egrave;le haut de gamme de la marque, Apple a pr&eacute;sent&eacute; cette ann&eacute;e <strong>une version moins on&eacute;reuse</strong> et plus color&eacute;e baptis&eacute;e iPhone 5C. Mais que vaut ce nouvel iPhone ?</p>
<h2>Prise en main de l&rsquo;iPhone 5C : ergonomique</h2>
<p>Contrairement &agrave; l&rsquo;aluminium blanc ou gris du 5S, l&rsquo;iPhone 5C offre quant &agrave; lui une finition en polycarbonate d&eacute;clin&eacute;e en cinq couleurs : rose, bleu, jaune, vert et blanc. En main, <strong>cet iPhone 5C d&eacute;gage une v&eacute;ritable sensation de solidit&eacute;</strong> due &agrave; un assemblage irr&eacute;prochable. Pas de plastique qui craque ou d&rsquo;impression de fragilit&eacute; comme certains smartphones Samsung, par exemple.</p>
<p><strong>L&rsquo;ergonomie est excellente</strong> gr&acirc;ce &agrave; un design plus arrondi et une &eacute;paisseur l&eacute;g&egrave;rement plus importante que sur le 5S. Le mod&egrave;le blanc n&rsquo;est d&rsquo;ailleurs pas sans rappeler son illustre anc&ecirc;tre, l&rsquo;iPhone 3GS. De m&ecirc;me, les dimensions contenues du terminal permettent un usage &agrave; une main tr&egrave;s confortable, chose de plus en plus rare de nos jours.</p>
<h2>Ecran : petit mais bien d&eacute;fini</h2>
<p>Certes de taille r&eacute;duite par rapport aux standards actuels, l&rsquo;&eacute;cran Retina 4 pouces de l&rsquo;iPhone 5C offre <strong>une excellente d&eacute;finition</strong>. Cerise sur le g&acirc;teau, les performances des nouvelles dalles Retina sont en hausse par rapport aux g&eacute;n&eacute;rations pr&eacute;c&eacute;dentes. L&rsquo;&eacute;cran appara&icirc;t ainsi plus lumineux et contrast&eacute; que celui de l&rsquo;iPhone 5.</p>
<h2>Photo et son : peut mieux faire</h2>
<p>La partie photo de l&rsquo;iPhone 5C est quasi identique &agrave; celle de l&rsquo;iPhone 5. L&rsquo;appareil est donc toujours &eacute;quip&eacute; d&rsquo;un capteur de 8 m&eacute;gapixels. Les clich&eacute;s r&eacute;alis&eacute;s sont ainsi de bonne facture avec un excellent piqu&eacute;, m&ecirc;me dans des conditions de basse luminosit&eacute;.</p>
<p>Quant au son, le haut parleur propos&eacute; par Apple ne fait pas de miracles et restitue un son plut&ocirc;t aigu. Dans ce domaine, l&rsquo;iPhone 5C est loin d&rsquo;&eacute;galer le HTC One et ses haut-parleurs Boomsound, bien plus agr&eacute;ables &agrave; l&rsquo;oreille.</p>
<p>Par ailleurs, toujours pas de m&eacute;moire extensible chez Apple. Il faudra donc se contenter des 16Go de m&eacute;moire interne ou opter pour la version 32Go, malheureusement factur&eacute;e au prix fort par la marque &agrave; la pomme.</p>
<h2>Performances : excellentes</h2>
<p>Cot&eacute; performances, le 5C reprend &agrave; peu de choses pr&egrave;s la m&ecirc;me architecture que l&rsquo;iPhone 5, c&rsquo;est-&agrave;-dire un processeur A6 dual-core &eacute;paul&eacute; par 1Go de RAM. Si le choix de cette puce para&icirc;t d&eacute;pass&eacute; en 2013, les performances du terminal n&rsquo;en p&acirc;tissent aucunement. A l&rsquo;usage, <strong>l&rsquo;iPhone 5C se montre tr&egrave;s rapide</strong>. Compar&eacute; &agrave; l&rsquo;iPhone 5S et sa puce A7 de derni&egrave;re g&eacute;n&eacute;ration, les diff&eacute;rences de v&eacute;locit&eacute; ne se ressentent vraiment que sur certains jeux vid&eacute;o, et encore&hellip;</p>
<h2>Interface : du nouveau avec iOS7</h2>
<p>Le lancement de l&rsquo;iPhone 5C a &eacute;galement inaugur&eacute; la version 7 du syst&egrave;me d&rsquo;exploitation mobile d&rsquo;Apple, iOS. Au menu, <strong>une interface remani&eacute;e en profondeur</strong>, tant du point de vue graphique que fonctionnel. Plus &eacute;pur&eacute;e, celle-ci, fait place &agrave; d&rsquo;autres ic&ocirc;nes et de nouvelles options ergonomiques bienvenues, telles que le Centre de Contr&ocirc;le.</p>
<p>Tr&egrave;s pratique au quotidien, cette fonction permet d&rsquo;<strong>acc&eacute;der rapidement aux r&eacute;glages</strong> les plus courants de l&rsquo;iPhone : mode avion, Wifi, Bluetooth, luminosit&eacute;, appareil photo. Pour ce faire, rien de plus simple, il suffit de balayer le bas de l&rsquo;&eacute;cran avec un doigt.</p>
<h2>Le mobile gagne en autonomie en hausse</h2>
<p>Enfin, l'iPhone 5C est &eacute;quip&eacute; d&rsquo;une batterie de 1507 mAh, contre 1440 mAh pour l'iPhone 5. Cette capacit&eacute; en hausse conf&egrave;re une autonomie en progr&egrave;s, de l&rsquo;ordre d&rsquo;une journ&eacute;e dans le cadre d&rsquo;une utilisation assez soutenue.</p>",3305912509380,0,1,0,,,0,/i/m/image009_2.jpg,,16GB,AZERTY,1,Apple,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Apple Iphone 5C blanc 16GB debloqué",,,"Bloc après la colonne d'information",,525,0,"7""","L’iPhone 5C est le nouveau smartphone d’Apple. Plus coloré et plus abordable.",/i/m/image009_2.jpg,,,,,1,5,/i/m/image009_2.jpg,,"2014/01/29 11:09:43",apple-iphone-5c-blanc-16gb,apple-iphone-5c-blanc-16gb.html,4,0.5,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/i/m/image006_2.png,,4,0,,,,
,,,,"Apple/Iphone 5c",French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image003_2.jpg,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image001_2.png,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image009_2.jpg,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image007.jpg,,5,0,,,,
EB-L1G6LLU,,battery,simple,Accessoires,French,base,"2100 mAh",,"GT- i9300",,,"2014/01/08 14:22:35",,,,,"<h1>Batterie pour SAMSUNG GALAXY S III GT-I9300</h1>
<p>Votre t&eacute;l&eacute;phone ne tient plus la charge comme avant ou vous avez tout simplement besoin d'un suppl&eacute;ment ?</p>
<p>Batterie neuve vendue sous blister.</p>",5711045448560,0,0,0,,,0,/g/t/gt-i9300.jpg,,,,1,Samsung,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Batterie d'origine Samsung Galaxy S3/I9300 EB-L1G6LLU",,,"Bloc après la colonne d'information",,20,0,,"Batterie pour SAMSUNG GALAXY S III GT-I9300",/g/t/gt-i9300.jpg,,,,,1,5,/g/t/gt-i9300.jpg,,"2014/01/29 11:09:43",batterie-d-origine-samsung-galaxy-s3-i9300-eb-l1g6llu,batterie-d-origine-samsung-galaxy-s3-i9300-eb-l1g6llu.html,4,0.02,497,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/g/t/gt-i9300.jpg,,1,0,,,,
,,,,"Accessoires/Batteries pour téléphone",French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB-F1A2GBU,,battery,simple,Accessoires,French,base,"1650 mAh",,"Samsung Galaxy S II Samsung Galaxy S2 Samsung Galaxy S2 4G",,,"2014/01/08 15:08:14",,,,,"<h1>Batterie pour Samsung Galaxy S2 origine / Galaxy S II i9100 / Galaxy S2 4G batterie - EB-F1A2GBU.</h1>
<p>
Cette nouvelle batterie d'origine rechargeable Samsung EB-F1A2GBU pour Samsung Galaxy S2 / Galaxy S II GT-i9100 Smartphone, d'une capacité de 1650mAh, utilisant 3.7v cellules Li-Polymer pour fournir une puissance fiable et durable pour votre téléphone Samsung Galaxy S2 Mobile. Il s'agit de la même batterie de marque Li-Polymer fournie avec votre Samsung. Idéal pour un remplacement ou en remplacement de l'original ou une deuxième batterie pour votre appareil.
</p>
<p>
Compatible avec Samsung Galaxy S II Samsung Galaxy S2 Samsung Galaxy S2 4G
</p>",8806071517919,0,1,0,,,0,/s/a/samsung_galaxy_s_ii_samsung_galaxy_s2_samsung_galaxy_s2_4g.jpg,,,,1,Samsung,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Batterie galaxy S2 (GT-i9200) EB-F1A2GBU",,,"Bloc après la colonne d'information",,20,0,,"Batterie galaxy S2 (GT-i9200) 1650 mAh EB-F1A2GBU",/s/a/samsung_galaxy_s_ii_samsung_galaxy_s2_samsung_galaxy_s2_4g.jpg,,,,,1,5,/s/a/samsung_galaxy_s_ii_samsung_galaxy_s2_samsung_galaxy_s2_4g.jpg,,"2014/01/29 11:09:43",batterie-galaxy-s2-gt-i9200-eb-f1a2gbu,batterie-galaxy-s2-gt-i9200-eb-f1a2gbu.html,4,0.02,50,0,1,0,0,1,1,1,0,1,0,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/s/a/samsung_galaxy_s_ii_samsung_galaxy_s2_samsung_galaxy_s2_4g.jpg,,1,0,,,,
,,,,"Accessoires/Batteries pour téléphone",French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB494358VU,,battery,simple,Accessoires,French,base,"1350 mAh",,"GT- S5850",,,"2014/01/08 15:19:40",,,,,"<h1>Batterie pour samsung galaxy ACE (GT- S5850) EB494358VU.</h1>
<p>
Il s'agit d'une nouvelle batterie de marque d'origine.</p>
<ul>
	<li>Peut être chargé par le chargeur d'origine.</li>
	<li>Neuf</li>
	<li>Cellules lithium-ion de haute qualité.</li>
	<li>Pas d'effet mémoire - protection surcharge</li>
</ul>",8806071410173,1,0,0,,,0,/g/t/gt-_s5850.jpg,,,,1,Samsung,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","Batterie samsung galaxy ACE (GT- S5850)  1350 mAh",,,"Bloc après la colonne d'information",,20,0,,"Batterie samsung galaxy ACE (GT- S5850)  1350 mAh",/g/t/gt-_s5850.jpg,,,,,1,5,/g/t/gt-_s5850.jpg,,"2014/01/29 11:09:44",batterie-samsung-galaxy-ace-gt-s5850-1350-mah,batterie-samsung-galaxy-ace-gt-s5850-1350-mah.html,4,0.02,200,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/g/t/gt-_s5850.jpg,,1,0,,,,
,,,,"Accessoires/Batteries pour téléphone",French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000017,,Mobile,simple,BlackBerry,French,base,,Black,,,,"2014/01/09 09:34:35",,,,,"<h1>BlackBerry Z10 4G LTE Noir</h1>
<p>D&eacute;but 2013 marquait <strong>un tournant pour BlackBerry</strong>, en grande difficult&eacute; ces derni&egrave;res ann&eacute;es. En effet, la marque canadienne annon&ccedil;ait conjointement la sortie d&rsquo;un nouveau syst&egrave;me d&rsquo;exploitation mobile - BB10 - ainsi qu&rsquo;un nouveau terminal tactile baptis&eacute; Z10. Ce dernier a t-il les arguments pour redorer l&rsquo;image de BlackBerry&nbsp;?</p>
<h2>Prise en main&nbsp;du BlackBerry Z10 : la sobri&eacute;t&eacute; au menu</h2>
<p>Au d&eacute;ballage du t&eacute;l&eacute;phone, la premi&egrave;re impression est une allure de d&eacute;j&agrave; vu. Et pour cause, le Z10 rappelle &eacute;trangement l&rsquo;iPhone 5 d&rsquo;Apple. Malgr&eacute; ce manque d&rsquo;originalit&eacute;,<strong> le Z10 offre des finitions sans reproche</strong> et un design sobre qui s&eacute;duira les professionnels.</p>
<p>La prise en main est excellente gr&acirc;ce &agrave; une fa&ccedil;ade arri&egrave;re rev&ecirc;tue d&rsquo;un rev&ecirc;tement en gomme qui &eacute;vite que l&rsquo;appareil glisse trop facilement.</p>
<h2>L&rsquo;&eacute;cran&nbsp;est confortable malgr&eacute; une d&eacute;finition en retrait</h2>
<p>En allumant le Z10 pour la premi&egrave;re fois, force est de constater l&rsquo;<strong>excellente qualit&eacute; de son &eacute;cran</strong>&nbsp;: contraste, couleur, luminosit&eacute;, tout y est&nbsp;! Pour arriver &agrave; ce r&eacute;sultat, BlackBerry a opt&eacute; pour une dalle IPS de 4,2 pouces pour une d&eacute;finition de 1280 x 768 pixels. Certes, ces derniers chiffres le placent en retrait face &agrave; la concurrence mais la lecture sur cet &eacute;cran s&rsquo;av&egrave;re tout de m&ecirc;me agr&eacute;able.</p>
<p>Pour la photo, peut mieux faire</p>
<p>C&ocirc;t&eacute; photo, le Z10 ne rejoindra pas le peloton de t&ecirc;te des meilleurs photophones. S&rsquo;il constitue tout de m&ecirc;me <strong>un bon appareil d&rsquo;appoint</strong> gr&acirc;ce &agrave; son capteur de 8 m&eacute;gapixels, le Z10 souffre toutefois de performances tr&egrave;s modestes en basse luminosit&eacute; et de clich&eacute;s trop bruit&eacute;s en conditions optimales.</p>
<h2>L&rsquo;interface&nbsp;est intuitive et ergonomique</h2>
<p>En rupture totale avec les interfaces pass&eacute;es, BB10 est un OS qui m&eacute;rite que l&rsquo;on s&rsquo;y attarde quelques instants. <strong>La grande nouveaut&eacute;</strong> de ce nouveau syst&egrave;me d&rsquo;exploitation est le Hub. Con&ccedil;u pour utilisateurs connect&eacute;s - cible premi&egrave;re de la marque - il s&rsquo;agit d&rsquo;un espace o&ugrave; sont regroup&eacute;s les outils de communication les plus courants. Vous retrouverez donc dans le hub vos e-mails, SMS, BlackBerry Messenger, messagerie vocale et r&eacute;seaux sociaux.</p>
<p>Pour y acc&eacute;der, rien de plus simple, BlackBerry propose une interface bas&eacute;e sur les gestes tactiles. Exemple&nbsp;: un glissement de votre index vers la gauche fera directement appara&icirc;tre le Hub.</p>
<h2>Des performances discutables&hellip;</h2>
<p>Malgr&eacute; de nombreuses mises &agrave; jour destin&eacute;es &agrave; augmenter sa r&eacute;activit&eacute;, le Z10 n&rsquo;est pas une foudre de guerre. A l&rsquo;usage, de nombreux ralentissements sont &agrave; d&eacute;plorer ainsi que des lenteurs p&eacute;nibles. La faute certainement &agrave; un processeur vieillissant.</p>
<h2>L&rsquo;autonomie&nbsp;est un point faible</h2>
<p>Avec une batterie de seulement 1800 mAh, BlackBerry a peut &ecirc;tre sous estim&eacute; la consommation &eacute;nerg&eacute;tique du Z10. Il s&rsquo;agit l&agrave; du talon d&rsquo;Achille de ce terminal qui aura bien du mal &agrave; tenir une journ&eacute;e sans recharge si vous le sollicitez r&eacute;guli&egrave;rement. Pour un t&eacute;l&eacute;phone orient&eacute; pro, cela est plut&ocirc;t g&ecirc;nant &hellip;</p>",802975663712,0,1,0,,,0,/i/m/image001.jpg,,16GB,AZERTY,1,Blackberry,,,,,,,Réseaux,,"Utiliser la config","Utiliser la config","BlackBerry Z10 4G LTE Noir debloqué",,,"Bloc après la colonne d'information",,256,0,"7""","Avec son grand écran tactile de 4,3 pouces et son allure sobre, Le BlackBerry Z10 prétend avoir les moyens de rivaliser avec la concurrence",/i/m/image001.jpg,,,,,1,5,/i/m/image001.jpg,,"2014/01/29 11:09:44",blackberry-z10-4g-lte-noir,blackberry-z10-4g-lte-noir.html,4,0.5,22,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/i/m/image005.jpg,,3,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image007.png,,2,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image001.jpg,,1,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/i/m/image003_2_1.jpg,,4,0,,,,
